word,pos,translation,tag,bnc,frq,exchange
monument,,"n. 纪念碑, 纪念物, 石碑",gk cet4 cet6 ky toefl,4736,4066,s:monuments
mood,,"n. 心情, 气氛, 生气, 基调\n[医] 心境",cet4 cet6 ky toefl ielts,2324,2344,s:moods
moon,,"n. 月亮, 月球, 月光\nvi. 闲荡\nvt. 虚度",zk gk,2646,2450,s:moons/i:mooning/p:mooned/3:moons/d:mooned
moral,,"n. 道德, 品行, 寓意\na. 道德的, 品性端正的, 精神上的",gk cet4 cet6 ky toefl,1787,1459,s:morals
more,,"n. 更多\na. 多的, 程度较大的, 更大的\nadv. 多, 更多, 进一步\n[计] DOS外部命令:显示满屏后自动暂停, 并显示:""--More--"", 按任意键继续",zk,74,81,
moreover,,"adv. 而且, 此外",cet4 cet6 ky ielts,2111,2282,
morning,,"n. 早晨, 早上, 初期",zk gk,445,357,s:mornings
moscow,,n. 莫斯科,gk,2724,0,
mosquito,,n. 蚊子\n[医] 蚊,gk cet4 cet6 ky ielts gre,12347,5667,s:mosquitos
most,,"n. 最多, 最大\na. 大多数的, 几乎全部的, 最多的\nadv. 最, 最多, 极其",zk gk ielts,153,144,
mostly,,"adv. 大概, 大部分, 主要\n[经] 大部份",cet4 cet6 ky toefl,2234,1324,
mother,,"n. 母亲, 修女院长\nvt. 产生, 照看, 收养",zk gk ielts,306,229,s:mothers/i:mothering/p:mothered/3:mothers/d:mothered
motion,,"n. 移动, 手势, 动作, 意向, 请求, 提议\nv. 打手势",cet4 cet6 ky toefl ielts,1767,1822,s:motions/p:motioned/i:motioning/3:motions/d:motioned
motivate,,"vt. 给与动机, 刺激, 提高...的学习欲望, 促动\n[经] 促动, 激发, 激励",cet4 cet6 ky toefl ielts,5069,3534,d:motivated/3:motivates/i:motivating/p:motivated
motivation,,"n. 动机, 刺激, 推动\n[医] 促动, 推动, 诱导",gk toefl ielts,3870,3126,s:motivations
motive,,"n. 动机, 目的, 主题, 基调\na. 运动的, 成为动机的",cet4 cet6 ky toefl,3406,3578,s:motives
motor,,"n. 马达, 发动机, 原动力, 汽车\na. 马达的, 发动机的, 汽车的, 发动的\nvt. 推动, 以汽车载运\nvi. 乘汽车, 驾车",gk cet4 cet6 ky,1895,3138,s:motors/p:motored/3:motors/i:motoring/d:motored
mount,,"n. 乘骑用马, 框, 衬纸, 山\nvi. 乘马, 爬上, 增长\nvt. 爬上, 使上马, 装上, 装裱, 安放, 制作...的标本, 设置, 上演\n[计] 安装",cet4 cet6 ky ielts,2596,2987,d:mounted/i:mounting/p:mounted/s:mounts/3:mounts
mountain,,"n. 山, 山脉, 大堆",zk gk ielts,1402,1240,s:mountains
mouse,,"n. 老鼠, 胆小羞怯的人, 鼠标\nvi. 捕鼠, 窥探\nvt. 探出\n[计] 鼠标",zk gk cet4 cet6 ky,2845,3305,s:mice/i:mousing/p:moused/3:mouses/d:moused
mouth,,"n. 嘴, 口, 口腔, 口状物\nvi. 装腔作势说话, 做鬼脸\nvt. 说出, 做作地说",zk gk toefl,1011,1060,s:mouths/p:mouthed/i:mouthing/d:mouthed/3:mouths
move,,"n. 移动, 迁居, 步骤\nvt. 移动, 开动, 感动, 搬(家)\nvi. 移动, 离开, 运行, 迁移, 摇动, 搬家, 交往, 进展, 脱手\n[计] 移动; 传送; DOS外部命令:移动文件, 它可将文件移动到指定的地方",zk gk,220,207,i:moving/p:moved/d:moved/3:moves/s:moves
movement,,"n. 运动, 动作, 运转, 移动, 倾向, 变化, 活动, 乐章\n[医] 运动",gk cet4 cet6 ky gre,564,707,s:movements
movie,,n. 电影,zk gk cet4 ky ielts,2856,576,s:movies
mr,,"先生\n[计] 存储器回收程序, 多重请求",,123,191,
mrs,,太太,,434,932,
ms,,"美国微软公司\n[计] 主存储器, 制造系统, 毫秒, 微软公司",,3849,1145,
much,,"n. 大量, 许多, 重要的事\na. 很多的, 重要的\nadv. 多, 甚, 几乎",zk gk,164,146,
mud,,"n. 泥, 诽谤\nvt. 弄脏",gk cet4 cet6 ky toefl,3520,3610,s:muds/i:mudding/p:mudded/3:muds/d:mudded
multiple,,"n. 倍数, 并联\na. 多样的, 许多的, 多功能的",cet4 cet6 ky toefl gre,3293,1948,s:multiples
murder,,"n. 谋杀\nvt. 谋杀, 损毁, 破坏\nvi. 犯杀人罪",zk gk cet4 cet6 ky,1560,1381,d:murdered/s:murders/p:murdered/i:murdering/3:murders
muscle,,"n. 肌肉, 臂力\n[医] 肌",cet4 cet6 ky gre,2314,1713,s:muscles/p:muscled/i:muscling/d:muscled/3:muscles
museum,,n. 博物馆,zk gk cet4 cet6 ky ielts,1209,1723,s:museums
mushroom,,"n. 蘑菇形物, 蘑菇, 暴发户\nvi. 迅速生长, 迅速增加, 采蘑菇\na. 蘑菇形的, 迅速生长的",gk cet4 cet6 ky toefl ielts gre,6009,4256,s:mushrooms/p:mushroomed/d:mushroomed/i:mushrooming/3:mushrooms
music,,"n. 音乐, 乐曲",zk gk ielts,667,392,s:musics
musical,,"n. 音乐片, 音乐舞台剧\na. 音乐的, 声音美妙的, 喜爱音乐的",gk cet4 cet6 ky ielts,2771,2097,s:musicals
musician,,"n. 音乐家, 乐师, 作曲家",gk cet4 cet6 ky,3697,2936,s:musicians
must,,"n. 必须, 未发酵葡萄汁, 绝对必要的事物\naux. 必须",zk,111,223,
my,,pron. 我的\n[医] 迈尔(热容单位),zk gk,61,44,
myself,,"pron. 我自己, 我亲自, 我独自",zk gk,804,662,
nail,,"n. 钉子, 指甲\nvt. 用钉钉牢, 使固定, 截住, 揭露",gk cet4 cet6 ky toefl,3556,3556,s:nails/d:nailed/i:nailing/p:nailed/3:nails
name,,"n. 名字, 名称, 姓名, 名义, 名誉, 文件名\nvt. 命名, 称呼, 任命, 提名, 列举\na. 姓名的, 据以取名的\n[计] 名称, 文件名, 姓名",zk gk,271,298,s:names/d:named/p:named/i:naming/3:names
narrow,,"n. 狭窄部分, 隘路\na. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的\nvi. 变窄\nvt. 使变狭窄",gk cet4 cet6 ky toefl,1725,2007,r:narrower/p:narrowed/d:narrowed/i:narrowing/3:narrows/t:narrowest
nation,,"n. 国家, 民族\n[法] 民族, 国家",gk cet4 cet6 ky,1177,412,s:nations
national,,"a. 国家的, 国立的, 全国性的, 民族的\n[经] 全国性的, 国家的, 国民的",zk gk cet4 cet6 ky ielts,232,231,s:nationals
nationality,,"n. 国籍, 国家, 民族性\n[法] 国家, 民族, 国民",gk cet4 cet6 ky toefl ielts,5673,7751,s:nationalities
native,,"n. 本地人, 土产, 当地人\na. 本国的, 与生俱来的, 自然的",gk cet4 cet6 ky ielts,3140,1403,s:natives
natural,,"n. 白痴\na. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的",zk gk cet4 cet6 ky toefl ielts,709,715,
nature,,"n. 自然, 大自然, 本性, 性格, 性质\n[医] 自然, 大自然; 本性, 性能",zk gk cet4 cet6 ky ielts,553,696,s:natures
navy,,"n. 海军, 海军人员, 海军军力, 烟蒂",gk cet4 cet6 ky,3375,5950,s:navies
near,,"a. 近的, 近亲的, 近似的\nadv. 接近, 亲近\nprep. 靠近, 近似于\nv. 接近, 走近",zk gk,726,706,t:nearest/r:nearer/i:nearing/p:neared/3:nears/d:neared
nearby,,"a. 附近的, 近旁的\nadv. 在附近, 近旁地\nprep. 在...附近",gk cet4 cet6 ky,3327,2423,
nearly,,"adv. 几乎, 密切地",zk gk toefl,865,599,
neat,,"a. 整洁的, 巧妙的, 匀称的, 简洁的\nn. 牛",gk cet4 cet6 ky toefl ielts,3823,4683,r:neater/t:neatest
necessary,,a. 必要的；必然的；必需的,zk gk,555,982,s:necessaries
neck,,"n. 脖子, 衣领, 颈\nvi. 拥抱, 拥吻, 收缩\nvt. 割颈",zk gk cet4 cet6 ky toefl ielts,1569,1521,s:necks/i:necking/p:necked/3:necks/d:necked
need,,"n. 需要, 必须, 缺乏\nvt. 需要, 必需\nvi. 贫困, 有必要\naux. 需要",zk gk,132,132,s:needs/3:needs/d:needed/p:needed/i:needing
needle,,"n. 针, 尖\nvt. 用针缝\nvi. 缝纫\n[计] 探针",gk cet4 cet6 ky gre,3238,3804,s:needles/i:needling/p:needled/3:needles/d:needled
negative,,"n. 否定, 否定语, 负数, 底片\na. 否定的, 消极的, 负的, 阴性的\nn. 负数, 负值\n[计] 负数, 负值",cet4 cet6 ky toefl ielts,2015,1470,s:negatives/d:negatived/p:negatived/i:negativing/3:negatives
negotiate,,"vi. 商议, 谈判, 交涉\nvt. 谈妥, 转让, 处理",gk cet6 ky toefl gre,2586,2541,i:negotiating/d:negotiated/p:negotiated/3:negotiates
neighbor,,"n. 邻居\nvt. 邻接\nvi. 毗邻而居, 友好\na. 邻近的",ky toefl,0,1424,s:neighbors/i:neighboring/p:neighbored/3:neighbors/d:neighbored
neighborhood,,"n. 附近, 邻近",cet4 ky,49659,1134,s:neighborhoods
neither,,"adv. 皆不, 两个都不\na. (两者)都不的\npron. 两者都不\nconj. 既非, 既不",zk gk,1721,1790,
nephew,,"n. 侄子, 外甥",gk cet4 cet6 ky,6440,6362,s:nephews
nervous,,"a. 神经紧张的, 不安的, 神经的\n[医] 神经的; 神经质的, 神经过敏的",zk gk cet4 cet6 ky toefl ielts,2632,2393,
nest,,"n. 巢, 窝, 休息所, 隐匿处\nvi. 筑巢, 找鸟巢\nvt. 为...设窝, 使套叠\n[计] 嵌套",gk cet4 cet6 ky,3867,4131,s:nests/i:nesting/d:nested/3:nests/p:nested
net,,"n. 网, 网状物, 罗网, 净利, 净价\na. 净的, 最终的\nvt. 用网捕, 撒网, 净赚, 得到\nvi. 编网\n[计] 网络, 网络分析程序",gk cet4 cet6 ky toefl,2189,2884,s:nets/p:netted/d:netted/i:netting/3:nets
network,,"n. 网络, 广播网, 网状物\n[计] 网络",gk cet4 cet6 ky ielts,1102,882,s:networks/i:networking/d:networked/p:networked/3:networks
never,,"adv. 从不, 决不, 不曾\n[法] 永不, 决不, 从来没有",zk gk,157,138,
nevertheless,,"adv. 然而, 虽然如此\nconj. 然而",cet4 cet6 ky ielts,1337,2582,
new,,"a. 新的, 陌生的, 最近的, 不熟悉的\n[法] 新发现的, 新的, 重新开始的",zk gk,81,88,r:newer/t:newest
news,,"n. 新闻, 消息, 报导\n[法] 新闻, 消息, 新闻报导",zk gk,692,574,
newspaper,,n. 报纸,zk gk ielts,1164,1064,s:newspapers
next,,"n. 下一个\na. 下一个的, 其次的, 贴近的\nadv. 然后, 下次, 次于\n[计] 近邻干扰",zk gk,199,217,
nice,,"a. 美好的, 和蔼的, 正派的, 做得好的, 精密的, 细微的, 挑剔的, 谨慎的",zk gk gre,750,897,r:nicer/t:nicest
niece,,"n. 侄女, 甥女",gk cet4 cet6 ky,7967,7475,s:nieces
night,,"n. 夜, 夜晚, 晚上, 黑暗, 夜晚的工作\n[法] 夜, 黑夜, 黑暗",zk gk ielts,216,209,s:nights
nine,,"num. 九, 九个",zk gk,737,1154,
nineteen,,"num. 十九, 十九个",zk gk cet4 ky,1907,7818,
ninety,,"num. 九十, 九十个",zk gk,1948,8279,
ninth,,"num. 第九, 九分之一",zk gk,5636,5059,
no,,"n. 不, 拒绝, 否决票\na. 没有, 不是, 绝非\nadv. 不",zk gk,68,93,
noble,,"n. 贵族\na. 高贵的, 高尚的, 贵族的, 辉煌的",gk cet4 cet6 ky ielts,4808,5553,s:nobles
nobody,,"n. 小人物, 无名小卒\npron. 无人, 没有人",zk gk,1529,1151,s:nobodies
nod,,"n. 点头, 打盹, 晃动\nvi. 点头, 打盹\nvt. 点头表示, 点(头)",zk gk cet4 cet6 ky toefl,1573,1557,p:nodded/i:nodding/3:nods/s:nods/d:nodded
noise,,"n. 噪音, 杂音, 响声, 喧闹\nvt. 谣传\nvi. 喧闹\n[计] 噪声",zk gk ielts,1667,2012,s:noises/i:noising/p:noised/3:noises/d:noised
noisy,,"a. 嘈杂的, 喧闹的\n[机] 噪声的, 嘈杂的",gk cet4 cet6 ky toefl ielts,5244,6565,r:noisier/t:noisiest
nonchalant,,"a. 不关心的, 冷淡的, 无动于衷的",gre,24264,20830,
none,,"adv. 一点也不, 毫不\npron. 没有人, 无一物, 并无一个\na. 没有的",zk gk,1182,1086,
noodle,,"n. 面条, 笨蛋",zk gk ky,21573,7939,s:noodles/3:noodles/i:noodling/p:noodled
noon,,"n. 正午, 中午, 全盛期",zk gk,6907,3820,s:noons
nor,,"conj. 也不, 也没有\n[计] 或非",zk gk,810,1062,
normal,,"n. 常态, 标准, 正常, 普通\na. 正常的, 正规的, 标准的, 师范的, 正态的\n[计] 标准, 普通",zk gk cet4 cet6 ky toefl ielts,811,1217,s:normals
north,,"n. 北方, 北\na. 北的, 北方的\nadv. 向北方, 在北方",zk gk,1746,578,
northeast,,"n. 东北\na. 东北的, 向东北的, 来自东北的\nadv. 向东北, 来自东北",gk cet4 cet6 ky,16006,4122,
northern,,"n. 北方人\na. 北方的, 向北的, 自北方来的",zk gk cet4 cet6 ky,1445,1556,
northwest,,"n. 西北, 西北方\na. 西北的, 在西北的, 来自西北的\nadv. 向西北",gk cet4 cet6 ky,14975,3403,
nose,,"n. 鼻子, 突出部分, 嗅觉\nvt. 嗅到, 探出, 用鼻子触\nvi. 闻, 嗅, 探听, 告密",zk gk,1887,1735,s:noses/i:nosing/p:nosed/d:nosed/3:noses
not,,"adv. 不, 非, 未\n[计] 非",zk gk,13,28,
note,,"n. 笔记, 记录, 注解, 票据, 符号, 显要, 注重, 便笺, 照会\nvt. 记录, 注解, 注意",zk gk toefl,799,703,s:notes/d:noted/p:noted/i:noting/3:notes
notebook,,"n. 笔记本, 手册, 期票簿",zk gk cet4 cet6 ky ielts,5410,4427,s:notebooks
nothing,,"n. 无, 不关紧要之事, 零\nadv. 毫不, 决不\ninterj. 什么也没有, 无",zk gk ielts,258,315,
notice,,"n. 注意, 布告, 通知, 预告, 短评\nvt. 注意, 通知, 评论, 提及, 关注\nvi. 注意",zk gk cet4 cet6 ky toefl ielts,1034,1044,p:noticed/d:noticed/i:noticing/s:notices/3:notices
novel,,"n. 小说, 长篇故事\na. 新奇的, 异常的",gk cet4 cet6 ky toefl ielts,2109,1647,s:novels
novelist,,n. 小说家,gk,6213,6348,s:novelists
november,,n. 十一月,zk gk ielts,1059,0,
now,,"adv. 现在, 刚才, 目前\nn. 现在\na. 现在的\nconj. 由于",zk gk,67,72,
nowadays,,"n. 现在, 现时, 当今\nadv. 时下, 现今",gk cet4 cet6 ky toefl,4094,6788,
nowhere,,"adv. 无处, 到处都无",gk cet4 cet6 ky ielts,3107,2924,
nuclear,,"a. 核子的, 原子能的, 核的, 中心的\n[医] 核的",gk cet4 cet6 ky toefl,1221,1176,
number,,"n. 数, 数字, 数目, 号码\nvt. 数, 计算, 共计\nvi. 计算, 报数\n[计] 数字",zk gk,143,204,s:numbers/d:numbered/p:numbered/i:numbering/0:numb/1:r/3:numbs
nurse,,"n. 护士, 保姆, 奶妈\nvt. 看护, 照顾, 培养\nvi. 喂奶, 看护病人",zk gk toefl ielts,1650,1875,s:nurses/i:nursing/p:nursed/d:nursed/3:nurses
nursery,,"n. 托儿所, 苗圃, 温床\n[医] 婴儿室, 托儿所",gk cet4 cet6 ky ielts,3383,5632,s:nurseries
nut,,"n. 坚果, 核心, 螺帽\n[计] Novell NetWare服务器实用程序",gk cet4 cet6 ky,4276,3188,s:nuts/i:nutting/3:nuts/p:nutted/d:nutted
nutrition,,"n. 营养, 营养学\n[医] 营养, 营养品",gk cet6 ky toefl ielts gre,8940,5563,
o'clock,,"n. ...点钟, 钟头",,0,4064,
object,,"n. 物体, 目标, 目的, 对象, 宾语, 客体\nvi. 反对, 抱反感\nvt. 提出...来反对\n[计] 对象",zk gk cet4 cet6 ky ielts,1028,1153,s:objects/p:objected/d:objected/i:objecting/3:objects
objective,,"n. 目的, 目标, 宗旨, 宾格, 实物\na. 客观的, 如实的, 无偏见的, 宾格的",cet4 cet6 ky toefl ielts gre,1322,2406,s:objectives
obscure,,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的\nvt. 使变暗, 隐藏, 使变模糊, 使难解",cet4 cet6 ky toefl ielts gre,5564,5853,d:obscured/3:obscures/i:obscuring/p:obscured/r:obscurer
observe,,"vt. 觉察到, 遵守, 注意到, 庆祝\nvi. 注意, 评论",gk cet4 cet6 ky toefl ielts,1288,1294,d:observed/p:observed/i:observing/3:observes
obtain,,"vt. 获得, 达到\nvi. 流行, 得到公认",gk cet4 cet6 ky toefl,793,1595,d:obtained/i:obtaining/p:obtained/3:obtains
obvious,,"a. 明显的, 明白的, 显然的, 平淡无奇的",gk cet4 cet6 ky toefl ielts gre,1173,1689,
obviously,,"adv. 显而易见地, 明显地",cet4 cet6,908,1278,
occasion,,"n. 场合, 时机, 机会, 诱因, 理由\nvt. 惹起, 引起",cet4 cet6 ky toefl ielts,1090,2262,s:occasions/d:occasioned/i:occasioning/p:occasioned/3:occasions
occupation,,"n. 职业, 占有, 占有期, 占领, 占领军\n[经] 占有, 占用, 职业",gk cet4 cet6 ky toefl ielts gre,2591,3334,s:occupations
occupy,,"vt. 占领, 占(时间、空间等), 住进, 担任, 使从事, 使全神贯注\n[法] 占领, 占据, 占有",cet4 cet6 ky toefl ielts,1991,2710,d:occupied/3:occupies/p:occupied/i:occupying
occur,,"vi. 发生, 被想到, 存在",gk cet4 cet6 ky toefl ielts,634,756,3:occurs/p:occurred/d:occurred/i:occurring
ocean,,"n. 海洋, 广阔, 许多, 一大片\n[法] 海洋, 海",zk gk cet4 ky ielts,3015,1842,s:oceans
october,,n. 十月,zk gk ielts,940,0,
odd,,"a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的\nn. 奇特的事物, 怪人\n[计] 奇数, 奇校验, 光数据数字转换器",cet4 cet6 ky toefl ielts,2002,2738,
of,,"prep. 的, 属于",zk gk,3,4,
off,,"a. 关着的, 不再生效的, 处于...境况的, 休假的, 空闲的\nadv. 走开, ...掉, ...下, 休息, 出发, 隔断\nprep. 离开, 脱落, 不在从事......, 在...之外\nvi. 离开, 滚开\nvt. 杀死\nn. 关闭状态\n[计] 关闭, 清屏命令",zk gk,174,205,i:offing/p:offed/3:offs/d:offed
offer,,"n. 给予(物), 出价, 提议, 意图, 报价\nvt. 提供, 出价, 奉献, 试图, 使出现, 演出\nvi. 出现, 献祭, 提议, 求婚",zk gk cet4 cet6 ky toefl ielts,307,373,d:offered/3:offers/i:offering/p:offered/s:offers
office,,"n. 办公室, 部, 公职, 职责\n[化] 办公室",zk gk ielts,303,341,s:offices
officer,,"n. 军官, 主管, 官员, 公务员\nvt. 指挥",zk gk cet4 cet6 ky ielts,556,671,s:officers/i:officering/p:officered/3:officers/d:officered
official,,"n. 官员, 公务员, 职员\na. 公务的, 官方的, 正式的",gk cet4 cet6 ky toefl,1199,526,s:officials
often,,"adv. 时常, 常常",zk gk,230,274,
oh,,interj. (表示惊讶、恐怖、赞叹)哦,gk,120,411,
oil,,"n. 油, 石油, 油画颜料\nvt. 涂油于, 使融化成油状, 加油于\nvi. 加燃油, 融化",zk gk cet4 ky ielts,906,546,s:oils/p:oiled/i:oiling/d:oiled/3:oils
ok,,"a. 好, 不错, 可以\nadv. 好, 不错, 可以\nn. 批准, 认可\n[计] 确定",zk gk,3743,830,
old,,"n. 以前, 往昔\na. 老的, 旧的, 古老的, 年长的, 老练的",zk gk,126,152,r:older/t:oldest/s:olds
olympics,,n. 奥林匹克运动会,,0,3768,0:olympic/1:s
on,,prep. 在...之上\nadv. ...上去\na. 正起作用的\n[计] 打开,zk gk ielts,17,17,
once,,"adv. 一次, 曾经, 一旦\nconj. 一旦, 一经\nn. 一次\na. 从前的",zk gk ielts,548,300,
one,,"n. 一(个)\npron. 一, 任何人\nnum. 一, 一个\na. 一致的, 完整的",zk gk ielts,46,51,s:ones
onion,,n. 洋葱\nvt. 因洋葱使掉泪,gk cet4 cet6 ky,5108,2567,s:onions
online,,[计] 联机,ielts,9396,2257,
only,,"a. 唯一的, 仅有的, 最佳的\nadv. 只有, 仅仅, 只能\nconj. 但是, 不过",zk gk,70,101,
onto,,prep. 在...之上,gk cet4 ky,1535,926,s:ontos
open,,"n. 公开, 户外, 空旷\na. 开着的, 开放的, 开阔的, 营业着的, 公开的, 悬而未决的\nvt. 打开, 公开, 开放\nvi. 展开, 开始, 展现\n[计] 打开指令; 打开语句",zk gk,403,355,p:opened/d:opened/i:opening/3:opens
opening,,"n. 开始, 口子, 穴, 揭幕\na. 开始的",gk cet4 cet6 ky ielts,1730,1940,0:open/1:i/i:opening/s:openings
opera,,n. 歌剧,gk cet4 cet6 ky toefl,2984,3851,s:operas
operate,,"v. 操作, 运转, 动手术, 活动",gk cet4 cet6 ky toefl,970,1309,i:operating/d:operated/3:operates/p:operated
operation,,"n. 操作, 动作, 手术, 运算, 作用, 业务\n[计] 运算",zk gk cet4 cet6 ky,619,826,s:operations
operator,,"n. 操作员, 行家, 经纪人, 算子, 运算符\n[计] 运算符",gk cet4 cet6 ky toefl,2700,3210,s:operators
opinion,,"n. 意见, 评价, 主张\n[经] 意见",gk cet4 cet6 ky toefl ielts,1067,1124,s:opinions
opponent,,"n. 对手, 敌手, 反对者\na. 敌对的, 反对的, 对面的",cet4 cet6 ky toefl ielts gre,2663,2181,s:opponents
opportunity,,"n. 机会, 时机",cet4 cet6 ky toefl ielts,618,625,s:opportunities
oppose,,"vt. 反对, 以...对抗, 抗争\nvi. 反对",gk cet4 cet6 ky toefl ielts gre,2559,1945,d:opposed/p:opposed/i:opposing/3:opposes
opposite,,"a. 相对的, 相反的, 对面的\nprep. 对面\nn. 对立面",gk cet4 cet6 ky toefl ielts,2574,2222,s:opposites
optimistic,,"a. 乐观的, 乐观主义的, 乐天的",gk cet4 cet6 ky toefl,4963,4141,
option,,"n. 选择权, 挑选, 选项\n[计] 选项",cet4 cet6 ky toefl ielts,1086,1102,s:options
or,,"conj. 或, 或者\n[计] 或",zk gk,29,32,
oral,,"n. 口试\na. 口头的, 口述的, 口部的",gk cet4 cet6 ky toefl ielts,3468,3875,s:orals
orange,,"n. 柑橘, 桔子, 橘色\na. 橘色的",zk gk,3959,3145,s:oranges
orbit,,"n. 轨道, 常轨, 眼眶\nvt. 绕...轨道而行\nvi. 进入轨道, 盘旋",gk cet4 cet6 ky toefl ielts,6177,4178,s:orbits/i:orbiting/p:orbited/3:orbits/d:orbited
order,,"n. 次序, 规则, 命令\nvi. 命令, 定货\nvt. 整理, 命令, 定购\nn. 顺序, 阶数\n[计] 顺序, 阶数",zk gk ielts,368,684,s:orders/d:ordered/p:ordered/i:ordering/3:orders
ordinary,,"a. 平常的, 普通的, 平凡的\nn. 平常的人(或事)",gk cet4 cet6 ky ielts,1387,2268,s:ordinaries
organ,,"n. 风琴, 器官, 元件, 机构, 机关\n[电] 风琴",gk cet4 cet6 ky ielts,3101,3394,s:organs
organic,,"a. 器官的, 有机的, 组织的, 根本的\n[医] 器官的, 有生命的, 有机的, 器质的",cet4 cet6 ky toefl ielts,3457,3070,s:organics
organisation,,"n. 组织, 团体, 体制, 编制",,751,0,s:organisations
organization,,"n. 组织, 结构, 团体, 体制\n[医] 组织, 机构, 机化(血栓或坏死组织)",gk cet4 cet6 ky ielts,1079,595,s:organizations
origin,,"n. 起源, 起因, 出身, 开端\n[计] 原点; 起始地址; 信件来源的相关数据",gk cet4 cet6 ky toefl ielts,1898,2547,s:origins
original,,"a. 最初的, 原始的, 有创意的\nn. 原物, 原作",cet4 cet6 ky toefl ielts gre,918,1135,s:originals
other,,"a. 其他的, 另外的, 从前的\npron. 其他的, 他人, 另外一个",zk gk,69,75,s:others
otherwise,,"adv. 否则, 不同地, 别的方式",gk cet4 cet6 ky ielts,1133,1527,
ought,,"aux. 应该, 大概\nn. 责任",gk cet4 cet6 ky,1546,1755,
our,,pron. 我们的,zk gk,93,79,
ours,,pron. 我们的,zk gk,3947,4099,
ourselves,,pron. 我们自己,zk gk,1994,1766,
