word,field,value,trace_status,selected_source,note
picture,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pie,phonetic,/ˈpaɪ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pie,pos,n.,confirmed,ECDICT,
pie,meaning_cn,甜馅饼,confirmed,teacher_pdf_gloss,
pie,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=0;ECDICT_rank_input=snapshotted
pie,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
pie,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pie,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
piece,phonetic,/ˈpis/,confirmed,ipa-dict(en_US/CMUdict),corroborated
piece,pos,n./v.,confirmed,ECDICT,
piece,meaning_cn,一块,confirmed,teacher_pdf_gloss,
piece,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=13;ECDICT_rank_input=snapshotted
piece,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=13;scope=historical_partial_2010_2022
piece,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
piece,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pig,phonetic,/ˈpɪɡ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pig,pos,n./v.,confirmed,ECDICT,
pig,meaning_cn,猪,confirmed,teacher_pdf_gloss,
pig,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
pig,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
pig,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pig,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pile,phonetic,/ˈpaɪl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pile,pos,n./v.,confirmed,ECDICT,
pile,meaning_cn,堆,confirmed,teacher_pdf_gloss,
pile,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=2;ECDICT_rank_input=snapshotted
pile,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
pile,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pile,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pill,phonetic,/ˈpɪl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pill,pos,n./v.,confirmed,ECDICT,
pill,meaning_cn,药丸；药片,confirmed,teacher_pdf_gloss,
pill,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
pill,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
pill,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pill,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pillow,phonetic,/ˈpɪloʊ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pillow,pos,n./v.,confirmed,ECDICT,
pillow,meaning_cn,枕头,confirmed,teacher_pdf_gloss,
pillow,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=2;ECDICT_rank_input=snapshotted
pillow,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
pillow,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pillow,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pilot,phonetic,/ˈpaɪlət/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pilot,pos,n./v./adj.,confirmed,ECDICT,
pilot,meaning_cn,飞行员,confirmed,teacher_pdf_gloss,
pilot,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=4;ECDICT_rank_input=snapshotted
pilot,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
pilot,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pilot,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pin,phonetic,/ˈpɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pin,pos,n./v./adj.,confirmed,ECDICT,
pin,meaning_cn,别针；别住,confirmed,teacher_pdf_gloss,
pin,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
pin,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
pin,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pin,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pine,phonetic,/ˈpaɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pine,pos,n./v.,confirmed,ECDICT,
pine,meaning_cn,松树,confirmed,teacher_pdf_gloss,
pine,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
pine,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
pine,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pine,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pink,phonetic,/ˈpɪŋk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pink,pos,n./v./adj.,confirmed,ECDICT,
pink,meaning_cn,粉红色；石竹花,confirmed,ECDICT,
pink,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
pink,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
pink,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pink,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pint,phonetic,/ˈpaɪnt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pint,pos,n.,confirmed,ECDICT,
pint,meaning_cn,品脱,confirmed,teacher_pdf_gloss,
pint,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
pint,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
pint,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pint,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pioneer,phonetic,/ˌpaɪəˈnɪr/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pioneer,pos,n./v./adj.,confirmed,ECDICT,
pioneer,meaning_cn,先锋；开拓者,confirmed,teacher_pdf_gloss,
pioneer,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
pioneer,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
pioneer,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pioneer,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pipe,phonetic,/ˈpaɪp/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pipe,pos,n./v.,confirmed,ECDICT,
pipe,meaning_cn,管子；输送管,confirmed,teacher_pdf_gloss,
pipe,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
pipe,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
pipe,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pipe,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
pity,phonetic,/ˈpɪti/,confirmed,ipa-dict(en_US/CMUdict),corroborated
pity,pos,n./v.,confirmed,ECDICT,
pity,meaning_cn,怜悯；同情,confirmed,teacher_pdf_gloss,
pity,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
pity,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
pity,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
pity,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
place,phonetic,/ˈpleɪs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
place,pos,n./v.,confirmed,ECDICT,
place,meaning_cn,地方；处所,confirmed,teacher_pdf_gloss,
place,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=29;ECDICT_rank_input=snapshotted
place,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=29;scope=historical_partial_2010_2022
place,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
place,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plain,phonetic,/ˈpleɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plain,pos,n./adj./adv.,confirmed,ECDICT,
plain,meaning_cn,平原；家常的,confirmed,teacher_pdf_gloss,
plain,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
plain,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
plain,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plain,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plan,phonetic,/ˈplæn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plan,pos,n./v.,confirmed,ECDICT,
plan,meaning_cn,计划；打算,confirmed,teacher_pdf_gloss,
plan,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=22;ECDICT_rank_input=snapshotted
plan,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=22;scope=historical_partial_2010_2022
plan,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plan,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plane,phonetic,/ˈpleɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plane,pos,n./v./adj.,confirmed,ECDICT,
plane,meaning_cn,飞机,confirmed,teacher_pdf_gloss,
plane,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
plane,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
plane,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plane,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
planet,phonetic,/ˈplænət/,confirmed,ipa-dict(en_US/CMUdict),corroborated
planet,pos,n.,confirmed,ECDICT,
planet,meaning_cn,行星,confirmed,teacher_pdf_gloss,
planet,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
planet,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
planet,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
planet,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plant,phonetic,/ˈplænt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plant,pos,n./v.,confirmed,ECDICT,
plant,meaning_cn,种植；播种,confirmed,teacher_pdf_gloss,
plant,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=12;ECDICT_rank_input=snapshotted
plant,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=12;scope=historical_partial_2010_2022
plant,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plant,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plastic,phonetic,/ˈplæstɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plastic,pos,n./adj.,confirmed,ECDICT,
plastic,meaning_cn,塑料的,confirmed,teacher_pdf_gloss,
plastic,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=6;ECDICT_rank_input=snapshotted
plastic,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
plastic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plastic,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
plate,phonetic,/ˈpleɪt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
plate,pos,n./v.,confirmed,ECDICT,
plate,meaning_cn,板；片,confirmed,teacher_pdf_gloss,
plate,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=3;ECDICT_rank_input=snapshotted
plate,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
plate,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
plate,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
platform,phonetic,/ˈplætˌfɔrm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
platform,pos,n.,confirmed,ECDICT,
platform,meaning_cn,讲台；月台,confirmed,teacher_pdf_gloss,
platform,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=4;ECDICT_rank_input=snapshotted
platform,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
platform,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
platform,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
play,phonetic,/ˈpleɪ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
play,pos,n./v.,confirmed,ECDICT,
play,meaning_cn,玩；打,confirmed,teacher_pdf_gloss,
play,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=22;ECDICT_rank_input=snapshotted
